STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1971-12,1766.6,63.1,8,2,0,0,0,0,0,27,0,10,0,0,22.9,27.8,39.7,9.9,31.1,0,20.1,24.8,15.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1972-01,67.3,67.3,9,3,0,0,0,0,0,26,0,1.7,0,0,13,27.8,78.8,39.1,31.8,0,19.2,24.4,14
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1972-02,80.6,13.3,11,8,0,0,0,1,0,17,0,0,0,0,58.7,28.9,165.1,86.3,133.7,0,15.8,21.6,10
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1972-03,134.9,54.3,7,4,0,0,0,0,0,30,0,6.7,0,0,74.7,29.4,180.1,15,112.6,0,19.6,26.3,12.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1972-04,263.2,128.3,3,2,0,0,0,0,0,30,6,8.3,0,0,45.2,32.8,184.2,4.1,64,0,22.5,28.7,16.2
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1972-05,451.4,188.2,11,6,0,0,0,0,0,31,2,15.6,0,0,15.5,32.2,184.2,0,43.2,0,24.4,29.9,18.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1972-06,704,252.6,8,6,0,0,0,0,0,30,13,17.2,0,0,127,33.3,184.2,0,251.6,0,26.8,31.5,22
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1972-07,989,285,12,9,0,0,0,0,0,31,23,19.4,0,0,27.4,35.6,0,0,85,0,27.5,33,22
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1972-08,1265.4,276.4,19,12,0,0,0,0,0,30,23,20.6,0,0,58.4,36.7,0,0,206.9,0,27.6,33.1,22
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1972-09,1525.1,259.7,5,3,0,0,0,0,0,30,23,16.7,0,0,17.3,35,0,0,41.1,0,27,32.9,21.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1972-10,1695.3,170.2,4,3,0,0,0,0,0,31,1,13.3,0,0,45,32.8,0,0,73.8,0,23.8,29.5,18.2
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1972-11,1770.8,75.5,8,6,0,0,0,0,0,24,0,5.6,0,0,37.3,30.6,45.9,45.9,86.5,0,19.3,24.2,14.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1972-12,1823.2,52.4,6,3,0,0,0,0,0,23,0,1.1,0,0,37.6,28.3,121.3,75.4,55.8,0,17.6,23,12.2
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1973-01,35.9,35.9,8,6,0,0,0,2,0,19,0,-1.1,0,0,32.5,27.8,228.4,107.1,119.5,0,16,21.3,10.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1973-02,45.9,10,8,5,0,0,0,0,0,15,0,0.6,0,0,24.1,26.7,351.1,122.7,49.2,0,14.3,20.4,8.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1973-03,142.1,96.2,7,6,0,0,0,0,0,31,1,7.8,0,0,33.5,32.2,364.2,13.1,114,0,21,27,15
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1973-04,225.9,83.8,6,4,0,0,0,0,0,30,0,6.7,0,0,26.9,30.6,373.6,9.4,67.9,0,20.8,27.1,14.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1973-05,418.3,192.4,5,5,0,0,0,0,0,31,11,11.1,0,0,50,34.4,373.6,0,122,0,24.5,30.9,18.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1973-06,672.2,253.9,15,9,0,0,0,0,0,30,18,19.4,0,0,45.5,33.9,373.6,0,136.9,0,26.8,32.1,21.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1973-07,957.9,285.7,18,15,0,0,0,0,0,31,25,20.6,0,0,46,34.4,0,0,215.2,0,27.6,32.8,22.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1973-08,1236.8,278.9,21,16,0,0,0,0,0,31,23,18.3,0,0,28.7,35,0,0,192.9,0,27.3,32.7,22
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1973-09,1501.4,264.6,19,15,0,0,0,0,0,30,16,20.6,0,0,51.3,33.3,0,0,226.5,0,27.1,31.8,22.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1973-10,1670.3,168.9,5,2,0,0,0,0,0,31,3,5.6,0,0,18.3,32.2,4.9,4.9,26,0,23.6,28.6,18.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1973-11,1752.5,82.2,4,2,0,0,0,0,0,30,0,5.6,0,0,18.5,29.4,16,11.1,30.5,0,20.7,26.3,15.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1973-12,1772.7,20.2,8,8,0,0,0,4,0,19,0,-1.7,0,0,24.4,26.1,141.6,125.6,95.1,0,14.9,20.3,9.6
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1974-01,76.3,76.3,6,2,0,0,0,0,0,31,0,13.3,0,0,4.3,27.8,141.6,0,11.8,0,20.8,25.8,15.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1974-02,109.1,32.8,4,2,0,0,0,2,0,21,0,-0.6,0,0,22.9,28.9,225.5,83.9,30.6,0,16.5,23.2,9.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1974-03,217.4,108.3,4,3,0,0,0,0,0,31,0,5.6,0,0,75.4,31.7,232.4,6.9,98.8,0,21.6,28.3,14.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1974-04,331.7,114.3,5,3,0,0,0,0,0,30,5,7.2,0,0,12.4,33.9,237.6,5.2,21.6,0,22,29,15
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1974-05,546.8,215.1,10,8,0,0,0,0,0,31,12,14.4,0,0,30.7,33.9,237.6,0,121.1,0,25.3,31.2,19.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1974-06,783.5,236.7,18,11,0,0,0,0,0,30,19,19.4,0,0,58.9,34.4,237.6,0,306.8,0,26.2,31.4,21.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1974-07,1045.5,262,18,14,0,0,0,0,0,31,16,20,0,0,29,34.4,0,0,198.5,0,26.8,31.7,21.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1974-08,1333.4,287.9,16,11,0,0,0,0,0,31,22,20.6,0,0,24.1,35,0,0,121,0,27.6,32.7,22.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1974-09,1612.2,278.8,14,12,0,0,0,0,0,30,20,20.6,0,0,60.2,34.4,0,0,183.9,0,27.6,32.4,22.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1974-10,1735.2,123,2,2,0,0,0,0,0,31,1,12.8,0,0,3.6,32.2,0,0,6.4,0,22.3,27.8,16.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1974-11,1791.8,56.6,4,1,0,0,0,0,0,26,0,4.4,0,0,2.5,28.9,32,32,6.8,0,19.1,24.7,13.6
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1974-12,1808.6,16.8,9,3,0,0,0,0,0,17,0,1.1,0,0,20.3,26.7,133.3,101.3,45.9,0,15.6,21,10.2
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1975-01,44.3,44.3,6,5,0,0,0,0,0,27,0,0.6,0,0,29.5,27.2,181.8,48.5,65.7,0,18.2,23.8,12.6
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1975-02,104.4,60.1,10,6,0,0,0,0,0,24,0,5.6,0,0,17,29.4,213.5,31.7,59.7,0,19.3,25,13.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1975-03,195.2,90.8,4,3,0,0,0,0,0,28,0,3.3,0,0,11.9,31.7,241.7,28.2,20.8,0,20.4,26.9,13.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1975-04,344.4,149.2,3,3,0,0,0,0,0,30,8,6.7,0,0,50.8,33.3,245.8,4.1,67.6,0,23.2,30.2,16.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1975-05,588.3,243.9,12,10,0,0,0,0,0,31,17,17.8,0,0,46.7,35,245.8,0,182.5,0,26.2,32.1,20.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1975-06,852.6,264.3,17,10,0,0,0,0,0,30,20,20,0,0,28.2,35,245.8,0,149.6,0,27.1,32.6,21.6
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1975-07,1120,267.4,17,12,0,0,0,0,0,31,16,18.9,0,0,49.5,34.4,0,0,183.7,0,27,31.9,22.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1975-08,1410.7,290.7,18,14,0,0,0,0,0,31,30,20,0,0,49.5,35,0,0,213.5,0,27.7,33.3,22.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1975-09,1664,253.3,18,14,0,0,0,0,0,30,14,18.9,0,0,24.6,33.9,0,0,173.6,0,26.8,31.5,22.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1975-10,1859.6,195.6,11,7,0,0,0,0,0,31,3,13.9,0,0,20.6,32.8,0,0,54.6,0,24.6,29.6,19.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1975-11,1939.2,79.6,7,5,0,0,0,0,0,24,0,2.8,0,0,34.3,29.4,51.2,51.2,67.5,0,19.3,24.2,14.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1975-12,1953.4,14.2,6,3,0,0,0,3,0,17,0,-1.1,0,0,11.2,26.1,162.9,111.7,27.3,0,15.2,21,9.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1976-01,7.8,7.8,5,2,0,0,0,5,0,13,0,-1.7,0,0,8.9,27.8,327.8,164.9,14.8,0,13.3,19.8,6.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1976-02,38.7,30.9,2,1,0,0,0,0,0,22,0,1.7,0,0,5.6,28.9,391.5,63.7,6.4,0,17.2,23.9,10.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1976-03,146.9,108.2,6,4,0,0,0,0,0,30,0,6.1,0,0,10.4,31.7,400.6,9.1,28.2,0,21.5,28.1,14.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1976-04,249.8,102.9,4,3,0,0,0,0,0,30,2,7.8,0,0,42.2,32.8,402.3,1.7,81.3,0,21.7,28.7,14.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1976-05,437.2,187.4,13,9,0,0,0,0,0,31,7,12.2,0,0,58.4,33.3,402.3,0,126.5,0,24.4,30.1,18.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1976-06,664.6,227.4,16,15,0,0,0,0,0,30,10,18.3,0,0,122.7,33.9,402.3,0,348.1,0,25.9,31.1,20.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1976-07,948.4,283.8,17,13,0,0,0,0,0,31,26,20,0,0,100.3,35,0,0,247.7,0,27.5,33,22
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1976-08,1232.7,284.3,17,14,0,0,0,0,0,31,25,20.6,0,0,63.5,34.4,0,0,248.6,0,27.5,32.7,22.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1976-09,1474.3,241.6,9,8,0,0,0,0,0,30,16,17.2,0,0,59.4,34.4,0,0,124.8,0,26.4,31.7,21.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1976-10,1581.5,107.2,3,3,0,0,0,0,0,30,1,10,0,0,18.8,32.8,3,3,42.9,0,21.7,27.1,16.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1976-11,1606,24.5,7,5,0,0,0,0,0,19,0,2.8,0,0,53.6,27.8,72.4,69.4,87.4,0,16.8,22,11.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1976-12,1622.8,16.8,11,7,0,0,0,0,0,14,0,0.6,0,0,11.7,26.7,184.5,112.1,65.1,0,15.3,20.4,10.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1977-01,1.4,1.4,12,8,0,0,0,5,0,8,0,-4.4,0,0,28.2,25,416.3,231.8,75.3,0,10.9,16.4,5.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1977-02,9.2,7.8,5,5,0,0,0,0,0,15,0,0.6,0,0,17.3,28.9,540.8,124.5,52.1,0,14.2,20.8,7.6
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1977-03,127.5,118.3,5,3,0,0,0,0,0,29,1,3.9,0,0,21.6,32.2,562.2,21.4,41.8,0,21.5,27.5,15.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1977-04,242.3,114.8,4,0,0,0,0,0,0,30,2,8.9,0,0,1.5,32.8,565.5,3.3,4,0,22.1,29.1,15
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1977-05,440.1,197.8,5,2,0,0,0,0,0,31,18,12.2,0,0,17.3,35,565.5,0,26.2,0,24.7,31.7,17.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1977-06,736.4,296.3,11,7,0,0,0,0,0,30,28,20,0,0,26.2,37.8,565.5,0,78.8,0,28.2,34.5,21.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1977-07,1037.1,300.7,18,13,0,0,0,0,0,31,27,20.6,0,0,44.7,35.6,0,0,221.1,0,28,33.7,22.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1977-08,1318.8,281.7,18,13,0,0,0,0,0,31,21,20.6,0,0,27.7,35,0,0,170.1,0,27.4,32.2,22.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1977-09,1588.9,270.1,18,11,0,0,0,0,0,30,21,20,0,0,25.7,34.4,0,0,151.4,0,27.3,32.2,22.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1977-10,1704.9,116,6,3,0,0,0,0,0,30,2,7.2,0,0,24.9,33.3,11.1,11.1,43.2,0,21.8,27.5,16.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1977-11,1768.5,63.6,8,5,0,0,0,0,0,26,0,3.9,0,0,56.1,27.8,44.1,33,79.3,0,19.4,24.7,14
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1977-12,1787.9,19.4,12,7,0,0,0,1,0,16,0,-1.7,0,0,26.2,27.2,171.4,127.3,83.7,0,14.9,20.2,9.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1978-01,5.1,5.1,11,5,0,0,0,6,0,10,0,-2.2,0,0,20.1,26.7,357.1,185.7,66.7,0,12.5,18,7.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1978-02,5.6,0.5,9,7,0,0,0,2,0,6,0,-1.1,0,0,39.9,24.4,537.6,180.5,137.4,0,11.9,17.4,6.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1978-03,52.2,46.6,6,3,0,0,0,0,0,25,0,2.8,0,0,37.1,30.6,584.8,47.2,69.4,0,18.2,24.5,11.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1978-04,172.4,120.2,3,3,0,0,0,0,0,30,3,10,0,0,11.7,33.3,585.6,0.8,22.9,0,22.3,29.5,15.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1978-05,396.8,224.4,7,6,0,0,0,0,0,31,17,14.4,0,0,72.6,35,585.6,0,182.3,0,25.6,31.9,19.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1978-06,662.3,265.5,19,13,0,0,0,0,0,30,19,20,0,0,55.9,35,585.6,0,278,0,27.2,32.3,22.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1978-07,937.3,275,22,16,0,0,0,0,0,31,18,20.6,0,0,37.6,34.4,0,0,247,0,27.2,31.9,22.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1978-08,1239.8,302.5,8,4,0,0,0,0,0,31,26,20.6,0,0,29.7,36.1,0,0,64.2,0,28.1,33.5,22.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1978-09,1512.6,272.8,7,4,0,0,0,0,0,30,24,18.9,0,0,36.6,35.6,0,0,66.1,0,27.4,32.9,21.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1978-10,1675.1,162.5,7,3,0,0,0,0,0,31,1,12.8,0,0,23.1,32.8,0,0,37.7,0,23.6,28.8,18.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1978-11,1767,91.9,0,0,0,0,0,0,0,30,0,9.4,0,0,0,30,2.6,2.6,0,0,21.3,26.5,16.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1978-12,1815.2,48.2,9,4,0,0,0,0,0,24,0,5.6,0,0,51.6,30,50.3,47.7,118.7,0,18.4,23.6,13.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1979-01,7.3,7.3,9,7,0,0,0,2,0,14,0,-2.8,0,0,53.1,26.7,189.6,139.3,153.8,0,14.1,20,8.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1979-02,32,24.7,6,3,0,0,0,1,0,16,0,0,0,0,33.3,29.4,307.7,118.1,46.6,0,15,21.6,8.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1979-03,70.5,38.5,7,3,0,0,0,0,0,27,0,5,0,0,66.3,29.4,341.4,33.7,88.2,0,18.5,25.1,11.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1979-04,224,153.5,5,4,0,0,0,0,0,30,1,10.6,0,0,32,32.2,341.4,0,91.3,0,23.4,29.8,17.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1979-05,410.5,186.5,12,11,0,0,0,0,0,31,9,12.8,0,0,52.1,33.9,341.4,0,228.4,0,24.4,29.9,18.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1979-06,674.9,264.4,9,5,0,0,0,0,0,30,21,20,0,0,39.9,36.1,341.4,0,73.4,0,27.1,32.6,21.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1979-07,989.9,315,9,9,0,0,0,0,0,31,30,21.7,0,0,42.9,36.1,0,0,115.3,0,28.5,34,23
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1979-08,1282.3,292.4,18,11,0,0,0,0,0,31,24,21.1,0,0,50.8,35,0,0,239.5,0,27.8,32.9,22.6
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1979-09,1536.6,254.3,18,17,0,0,0,0,0,30,10,21.1,0,0,96,33.9,0,0,537,0,27.1,31.1,23
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1979-10,1695.3,158.7,2,2,0,0,0,0,0,30,0,13.3,0,0,30,31.7,0,0,32.8,0,23.6,28.8,18.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1979-11,1771.1,75.8,9,7,0,0,0,0,0,25,0,1.7,0,0,37.6,28.9,28.8,28.8,84.3,0,19.9,24.6,15.2
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1979-12,1788.8,17.7,5,2,0,0,0,0,0,16,0,2.8,0,0,9.1,26.1,110.9,82.1,20.3,0,16.3,21,11.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1980-01,6.9,6.9,10,6,0,0,0,0,0,18,0,0.6,0,0,18,26.7,211.9,101,54.1,0,15.3,20.8,9.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1980-02,19.4,12.5,6,5,0,0,0,2,0,15,0,-0.6,0,0,7.6,27.8,345.9,134,26.7,0,13.9,20.1,7.7
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1980-03,110.5,91.1,10,8,0,0,0,2,0,29,0,-3.9,0,0,18.5,31.7,382.6,36.7,68.2,0,20.1,26.2,14
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1980-04,203.7,93.2,9,6,0,0,0,0,0,30,0,10,0,0,30.5,31.7,385.1,2.5,90.5,0,21.4,27.6,15.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1980-05,401,197.3,9,7,0,0,0,0,0,31,7,16.1,0,0,72.4,33.9,385.1,0,158.6,0,24.7,30.3,19.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1980-06,655,254,10,6,0,0,0,0,0,30,19,15.6,0,0,32.5,35.6,385.1,0,107.4,0,26.8,32.5,21.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1980-07,970.2,315.2,18,10,0,0,0,0,0,31,29,20,0,0,55.6,38.3,0,0,196.7,0,28.5,34.6,22.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1980-08,1273.2,303,10,6,0,0,0,0,0,30,27,21.7,0,0,27.9,36.1,0,0,99.5,0,28.4,33.6,23.2
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1980-09,1549.5,276.3,9,8,0,0,0,0,0,30,24,20.6,0,0,35.6,34.4,0,0,88.9,0,27.5,32.8,22.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1980-10,1711.2,161.7,2,2,0,0,0,0,0,31,0,10,0,0,26.9,31.7,1.7,1.7,33.8,0,23.5,28.8,18.2
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1980-11,1767.4,56.2,7,5,0,0,0,0,0,24,0,3.3,0,0,20.3,28.9,46.5,44.8,84.4,0,18.7,23.6,13.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1980-12,1768.3,0.9,4,2,0,0,0,0,0,14,0,2.2,0,0,4.8,26.1,179.9,133.4,10.1,0,14.1,19.7,8.4
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1981-01,0,0,3,1,0,0,0,6,0,7,0,-6.7,0,0,5.3,23.3,427.8,247.9,8.4,0,10.3,17.6,3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1981-02,15.6,15.6,7,6,0,0,0,0,0,21,0,1.1,0,0,59.7,27.8,502.7,74.9,112.5,0,16.2,22.9,9.6
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1981-03,43.9,28.3,6,4,0,0,0,0,0,27,0,2.8,0,0,38.4,31.1,548.9,46.2,75.3,0,17.8,24.4,11.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1981-04,188.4,144.5,0,0,0,0,0,0,0,30,2,9.4,0,0,0,32.8,550.3,1.4,0,0,23.1,30,16.2
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1981-05,390.5,202.1,4,4,0,0,0,0,0,31,16,13.3,0,0,21.1,37.2,550.3,0,36.2,0,24.9,32.2,17.5
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1981-06,696.8,306.3,13,12,0,0,0,0,0,30,28,18.9,0,0,79.8,38.3,550.3,0,269.7,0,28.5,35.2,21.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1981-07,1008.6,311.8,12,10,0,0,0,0,0,31,29,17.8,0,0,54.1,37.8,0,0,163.8,0,28.4,34.2,22.6
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1981-08,1295.7,287.1,18,14,0,0,0,0,0,31,22,21.1,0,0,68.8,35.6,0,0,235.9,0,27.6,32.4,22.8
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1981-09,1527.9,232.2,9,7,0,0,0,0,0,30,13,14.4,0,0,84.8,33.9,0,0,174.5,0,26.3,31.3,21.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1981-10,1706.7,178.8,5,2,0,0,0,0,0,31,4,12.8,0,0,9.9,32.2,0,0,15.5,0,24.1,29.6,18.6
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1981-11,1747.7,41,5,4,0,0,0,0,0,26,0,1.7,0,0,44.2,27.8,58,58,86.5,0,17.8,23.9,11.6
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1981-12,1778.3,30.6,8,5,0,0,0,5,0,20,0,-2.2,0,0,64.5,27.2,188.7,130.7,147.6,0,15.1,21.1,9.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1982-01,24.7,24.7,4,4,0,0,0,4,0,19,0,-4.4,0,0,41.4,28.9,303.7,115,63.6,0,15.4,21.6,9.2
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1982-02,82.2,57.5,8,5,0,0,0,0,0,26,0,4.4,0,0,15.2,29.4,317,13.3,56.2,0,19.9,25.5,14.3
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1982-03,179.1,96.9,10,9,0,0,0,0,0,30,0,4.4,0,0,35.6,31.1,333.7,16.7,168.3,0,20.9,26.8,15.1
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1982-04,304.5,125.4,6,5,0,0,0,0,0,26,2,8.9,0,0,85.1,33.3,338.7,5,123.7,0,22.5,28,16.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1982-05,466.6,162.1,7,7,0,0,0,0,0,29,3,13.9,0,0,74.2,33.3,338.7,0,136.2,0,24,30,17.9
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1982-06,732.6,266,14,10,0,0,0,0,0,29,23,20,0,0,88.1,35,338.7,0,150.6,0,27.5,33,22
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1982-07,1030.5,297.9,15,13,0,0,0,0,0,31,27,21.1,0,0,56.4,35.6,0,0,198.7,0,27.9,33.3,22.6
USC00081641,"CLERMONT 9 S, FL US",28.4558,-81.7234,39.6,1982-08,1318.5,288,13,9,0,0,0,0,0,31,24,20.6,0,0,33,34.4,0,0,123.8,0,27.6,32.6,22.7
